-1.72661334626707	helen graf and heather xi solyariya in five years the outstanding defeats .	海伦·格拉芙和希瑟·斯坦宁在五年中未尝败绩。
0.874448136199117	oh , yes , james has just brought cleveland the first professional sports champion trophy in the last 52 years .	哦，对了，詹姆斯刚刚为克利夫兰带来了过去52年里第一座职业体育冠军奖杯。
0.884667001682	on the surface , the online social platform expands the communication circle and reduces people &apos;s sense of loneliness .	从表面上看，网络社交平台扩大了交际圈，降低了人们的孤独感。
0.8852242371146	it is reported that the local fire brigade spent 1 hours and 45 minutes to extinguish the fire , residents of nearby buildings were allowed to return to their homes in a few hours .	据悉，当地消防队花费了1小时45分钟才扑灭大火，附近建筑的居民在几小时后获准返回住处。
0.892153032783705	mr. farrell said that if the federal government did not change the existing decision , the situation would only become worse .	法雷尔先生表示，如果联邦政府不改变现有的决定，这一情况只会变得更糟。
0.896955189706881	neighbors said they often saw them fighting in the streets , and often called the police	邻居称，经常看到他们在街头打架，也经常因此报警
0.9020632957872009	he said trump is unfit to be president .	他说特朗普不适合当总统。
0.9243730821471171	we got up early , because it &apos;s so quiet out here - we are not used to it !	我们早早就起床了，因为这里太安静了——我们还不习惯呢！
0.93991904154766	it was once thought that mr. ivanov might serve as president of russia after mr. putin &apos;s second term , because a third term would be unconstitutional .	外界曾一度认为伊万诺夫先生可能会在普京先生第二任期结束后出任俄罗斯总统，因为三连任是违反宪法的。
0.9436811226671259	the implementation of trade protection measures does not contribute to a fundamental solution to the development of the global steel industry ; on the contrary , it will only cause further shocks to the international trade order .	实施贸易保护措施无助于从根本上解决全球钢铁产业的发展问题，相反，只会对国际贸易秩序造成进一步冲击。
0.9588184272539809	in 2015 , the clintons &apos; charitable contributions amounted to $ 1 million , most of which contributed to the clinton foundation ; former president bill clinton &apos;s speech fee reached nearly $ 5.3 million , while the former secretary of state earned $ 3 million from publisher simon and schuster with a book about her tenure at the state department .	2015年，克林顿夫妇的慈善捐款金额为100万美元，其中大部分捐助给了克林顿基金会；前总统比尔·克林顿的演讲费达到近530万美元，而前国务卿凭借一本关于她在国务院任职期间的书从出版商西蒙与舒斯特那里获得了300万美元的收入。
0.9627959198876321	during that time , brand strategists used rbs to protect other consumer finance brands .	那段时间，品牌策略师使用‘RBS’来保护其它消费金融品牌。
0.970895669062455	on thursday , ms. zhu , who worked as a product manager and engineer in medium , decided to delete her snapchat account and encourage others to do the same .	周四，在Medium担任产品经理和工程师的朱女士决定删除她的Snapchat帐号并且鼓励他人也这么做。
0.988683099231405	garland is the chief justice of the u.s. court of appeals for the district of columbia circuit .	加兰德是美国哥伦比亚特区联邦巡回上诉法院的首席法官。
1.00806937974566	2,000 workers from alcoa &apos;s portland plant may face unemployment .	美铝公司波特兰工厂的2000名工人可能面临失业。
1.01849466012355	brown is one of the four people who have been shot in the germantown area .	Brown 是 Germantown 地区遭到枪击的四人之一。
1.02453730297491	in september , we will expand to detroit ( my hometown ) to provide high-quality gymnastics to young people who deserve this learning opportunity and will benefit from this remarkable olympic sport .	9月份，我们将扩大到底特律（我的家乡），向那些值得获得这一学习机会并将从这项了不起的奥运运动中受益的年轻人提供高品质体操。
1.0643970658527702	oh , yes , james has just brought the first professional sports championship trophy in cleveland for the past 52 years .	哦，对了，詹姆斯刚刚为克利夫兰带来了过去52年里第一座职业体育冠军奖杯。
1.06897436372583	the 20-year fixed subsidy will end in november .	这笔为期20年的固定补贴将在11月终止。
1.12028373438149	and once he left the trapped situation , she felt relaxed and regained her freedom .	而一旦离开那个被困住的情境，她感觉自己放松下来，重新获得了自由。
1.14373050360739	&quot; this time the company has provided us with such a relaxed , happy , harmonious platform , i like it very much , meaningful and interesting . &quot;	“这次公司为我们提供了这样一个轻松、快乐、和谐的平台，我非常喜欢，有意义又不失趣味。”
1.20256470247984	however , in the first half of 2016 , international direct investment in brazil had reached $ 33.8 billion , an increase of almost 10 % compared with the same period last year .	不过，2016年上半年，在巴西的国际直接投资已达到338亿美元，和去年同期相比几乎增加了10%。
1.2052631372874099	president obama also supported this proposal .	奥巴马总统也支持这项提议。
