0.358416185713199	"""Our obligation is to stay at his side,"" he said and applauded."	"""It is our duty to remain at his sides,"" he said, to applause."
-0.560262948427533	The boss of a small football won't let other parties and movements to the league title	The head of minor-league soccer will not allow other parties or movements into the league's name.
-0.437556273833199	Nonperturbative aspects discusses the 12th and 13th chapter.).	The non-rupturing aspects are addressed in chapters 12 and 13.)
-0.63513836209654	Convinced about this on their own .	He learned that lesson the hard way.
-0.586413631580562	Pipes seeped, dead spiders were in tubs, if slugs oslizle signed to windows, as, they thought that they it place owns a garden was overgrown, and a weed resembled huge hlávka of cabbage.	The pipes leaked, there were spiders still in the baths, slugs had signed their signatures on all the windows, believing the place belonged to them, the garden was overgrown with weeds that resembled giant cabbages.
-0.500615758669761	All of us want to pull out.	Everyone wants to tear us apart.
0.521495997818801	"People waiting at the funeral with his hands up, chanting: ""Hands up, don't shoot!"""	"Attendees hold their hands up while chanting, ""Hands up, don't shoot,"" as they wait in line before the funeral."
-0.491392238251896	Čchen subsequently killed leap from above , said the new čína with reference to the regional government .	Chen eventually killed himself by jumping from a height, New China reported, citing regional government officials.
-0.304789938878578	That is not what we add - we agree on this.	No more needs to be said - on this we agree.
0.675297651267573	Not all schools held a traditional ceremony on 1 September.	The first of September ceremony was not held in every school.
-0.13110193135304	Lack of material equipment is not caused by it that founders would be so not capable.	The shortage of material furnishings is not because the founders were incompetent.
0.313089207446452	The South Korean Defense Ministry spokesman, according to the agency, DPA said that the missiles were fired from a place in the northwest of the DPRK and flew into a range of about 200 kilometers.	A spokesman for the South Korean Defense Ministry was quoted by the DPA news agency as saying that the rockets had been fired from a location in the northwest part of the DPRK and had reached a distance of about 200 km.
0.280315135803109	After passing several genetic tests revealed that he has CMT.	After some genetic testing she was found to have CMT.
-0.49069686945698	Christianity began, as a gnostický belief, docéts, and ebionita followed and their entirely other views, Jesus that finally combined in a compromise of call ortodoxie.	Christianity began with the Gnostic faith, and then the Docetics, and Ebionites, and their completely different perspectives of Jesus were eventually combined into a kind of compromise called Orthodoxy.
0.251534251069573	But what if you play with New Jersey playoffs?	But what if you're going to participate in the New Jersey play-off?
-0.958087563372197	Parties to kbelíkové calls dislocated her jaw	Ice Bucket Challenge participant dislocates her jaw
0.0930101310034504	The motorcycle stopped after the zone with a maximum speed limit of 70 km / h hurtling 125 km / h and drove into the bush to escape the police.	A motorcycle has been seized after it was ridden at 125km/h in a 70km/h zone and through bushland to escape police in the Pilbara.
0.890967207181382	But I know whom to contact in Prague, where we encountered on your captive compatriot and were able to rescue him.	But I know whom to turn to in Prague if we encounter one of your countrymen among prisoners of war and how to free him.
0.225537729501263	Was sent a search team, including the local police and rescue team, and the couple was around eleven o'clock found near Bridal Veil Falls.	A search party involving local police and rescue squad was sent out and the pair were found about 11pm near Bridal Veil Falls.
-0.197899867668073	"At the end of speeches will move into the space between the wings of the airplane, where her show goes on, ""described by Luděk Matějíček from Cheb Ultralight Club, and the organizer of Airshow."	"Near the end of the performance, she moves to the space between the aircraft's wings, where her show continues,"" explained Luděk Matějíček from the Cheb Ultralight Club, the organizer of Aviation Day."
-0.313135111807465	Your legs are too big.	Your feet's too big.
-1.11646232625753	physicists usually write write, ale Brian Green z Columbia univerzity se v roce 1999 had shot do black.	Physicists don't often write best sellers, but Brian Green from Columbia University managed to hit the bull's eye in 1999.
